country_dest,country_origin,total
Mauritius,France,788
Mauritius,Germany,57
Mauritius,India,515
Mauritius,Ireland,30
Mauritius,Italy,38
Mauritius,Japan,23
Mauritius,Madagascar,56
Mauritius,Malaysia,36
Mauritius,Pakistan,1
Mauritius,Russian Federation,34
Mauritius,Seychelles,43
Mauritius,South Africa,184
Mauritius,Spain,15
Mauritius,Sri Lanka,9
Mauritius,Switzerland,66
Mauritius,United Kingdom of Great Britain and Northern Ireland,694
Mauritius,United States of America,37
Mayotte,Comoros,10288
Mayotte,France,1359
Mayotte,Madagascar,1086
Mozambique,Cameroon,3144
Mozambique,Democratic Republic of the Congo,186
Mozambique,India,1143
Mozambique,Lesotho,3531
Mozambique,Malawi,2103
Mozambique,Pakistan,866
Mozambique,Portugal,6499
Mozambique,South Africa,28813
Mozambique,United Republic of Tanzania,2935
Mozambique,Zambia,1288
Mozambique,Zimbabwe,8455
Réunion,Comoros,441
Réunion,France,37516
Réunion,Madagascar,3339
Réunion,Mauritius,1008
Réunion,Mayotte,1800
Rwanda,Cambodia,26238
Rwanda,Democratic Republic of the Congo,62526
Rwanda,Kenya,955
Rwanda,Uganda,34106
Rwanda,United Republic of Tanzania,15825
Seychelles,Australia,67
Seychelles,Bangladesh,11
Seychelles,Belgium,32
Seychelles,China,58
Seychelles,Cuba,20
Seychelles,France,180
Seychelles,Germany,40
Seychelles,India,1276
Seychelles,Indonesia,2
Seychelles,Italy,22
Seychelles,Kenya,25
Seychelles,Madagascar,34
Seychelles,Maldives,2
Seychelles,Mauritius,258
Seychelles,Nepal,27
Seychelles,Nigeria,25
Seychelles,Pakistan,23
Seychelles,Philippines,61
Seychelles,Russian Federation,79
Seychelles,Somalia,11
Seychelles,South Africa,83
Seychelles,Spain,11
Seychelles,Sri Lanka,316
Seychelles,Thailand,5
Seychelles,Uganda,5
Seychelles,United Kingdom of Great Britain and Northern Ireland,274
Somalia,Eritrea,0
Somalia,Ethiopia,460000
South Sudan,Central African Republic,0
South Sudan,Chad,0
South Sudan,Democratic Republic of the Congo,0
South Sudan,Egypt,0
South Sudan,Eritrea,0
South Sudan,Ethiopia,0
South Sudan,India,0
South Sudan,Kenya,0
South Sudan,Libya,0
South Sudan,Mali,0
South Sudan,Nigeria,0
South Sudan,Sudan,0
South Sudan,Uganda,0
Uganda,Bangladesh,50
Uganda,Belgium,45
Uganda,Cambodia,50561
Uganda,Bonaire, Sint Eustatius and Saba,101
Uganda,China,142
Uganda,Democratic People's Republic of Korea,52
Uganda,Democratic Republic of the Congo,67995
Uganda,Denmark,176
Uganda,Eritrea,0
Uganda,Ethiopia,168
Uganda,France,250
Uganda,Germany,234
Uganda,Greece,41
Uganda,India,1359
Uganda,Italy,404
Uganda,Japan,71
Uganda,Kenya,33424
Uganda,Mozambique,234
Uganda,Netherlands,215
Uganda,Pakistan,224
Uganda,Republic of Korea,61
Uganda,Russian Federation,305
Uganda,Rwanda,219499
Uganda,Somalia,392
Uganda,Spain,61
Uganda,Sudan,126304
Uganda,United Kingdom of Great Britain and Northern Ireland,1071
Uganda,United Republic of Tanzania,32638
Uganda,United States of America,503
United Republic of Tanzania,Angola,717
United Republic of Tanzania,Brazil,80
United Republic of Tanzania,Cambodia,232210
United Republic of Tanzania,Bonaire, Sint Eustatius and Saba,184
United Republic of Tanzania,Comoros,343
United Republic of Tanzania,Congo,15007
United Republic of Tanzania,Democratic Republic of the Congo,19354
United Republic of Tanzania,Germany,605
United Republic of Tanzania,India,4968
United Republic of Tanzania,Italy,360
United Republic of Tanzania,Kenya,33613
United Republic of Tanzania,Lesotho,79
United Republic of Tanzania,Malawi,7218
United Republic of Tanzania,Mauritius,113
United Republic of Tanzania,Mozambique,144353
United Republic of Tanzania,Namibia,370
United Republic of Tanzania,Pakistan,407
United Republic of Tanzania,Rwanda,68609
United Republic of Tanzania,Seychelles,214
United Republic of Tanzania,Somalia,467
United Republic of Tanzania,South Africa,409
United Republic of Tanzania,Swaziland,51
United Republic of Tanzania,Uganda,19706
United Republic of Tanzania,United Kingdom of Great Britain and Northern Ireland,682
United Republic of Tanzania,United States of America,808
United Republic of Tanzania,Zambia,18188
United Republic of Tanzania,Zimbabwe,488
Zambia,Angola,123777
Zambia,Australia,81
Zambia,Brazil,469
Zambia,Cambodia,0
Zambia,Cabo Verde,10
Zambia,Bonaire, Sint Eustatius and Saba,227
Zambia,China,100
Zambia,Congo,116
Zambia,Democratic Republic of the Congo,27297
Zambia,Egypt,235
Zambia,France,65
Zambia,Germany,311
Zambia,Ghana,484
Zambia,India,4284
Zambia,Japan,146
Zambia,Kenya,433
Zambia,Malawi,17073
Zambia,Mali,220
Zambia,Mozambique,41255
Zambia,Namibia,2360
Zambia,Nigeria,160
Zambia,Rwanda,0
Zambia,Senegal,115
Zambia,South Africa,6328
Zambia,Uganda,349
Zambia,United Kingdom of Great Britain and Northern Ireland,1987
Zambia,United Republic of Tanzania,6930
Zambia,United States of America,459
Zambia,Zimbabwe,34625
Zimbabwe,Brazil,2945
Zimbabwe,Malawi,68618
Zimbabwe,Mozambique,478855
Zimbabwe,South Africa,11426
Zimbabwe,United Kingdom of Great Britain and Northern Ireland,19136
Zimbabwe,Zambia,17966
Angola,Cameroon,3569
Angola,Chad,12
Angola,Congo,410
Angola,Côte d'Ivoire,5
Angola,Democratic Republic of the Congo,12178
Angola,Guinea,131
Angola,Mozambique,97
Angola,Namibia,345
Angola,Portugal,5298
Angola,Rwanda,46
Angola,Sao Tome and Principe,3112
Angola,South Africa,2437
Angola,Zambia,119
Cameroon,Angola,0
Cameroon,Chad,95527
Cameroon,France,11808
Cameroon,Nigeria,105140
Central African Republic,Australia,9
Central African Republic,Austria,20
Central African Republic,British Virgin Islands,0
Central African Republic,Bonaire, Sint Eustatius and Saba,19
Central African Republic,Chad,10010
Central African Republic,Cyprus,5
Central African Republic,Democratic Republic of the Congo,13173
Central African Republic,Denmark,1
Central African Republic,Egypt,67
Central African Republic,France,10537
Central African Republic,Ireland,1
Central African Republic,Italy,7
Central African Republic,Mali,351
Central African Republic,Netherlands,19
Central African Republic,Russian Federation,163
Central African Republic,Sao Tome and Principe,88
Central African Republic,Slovenia,15
Central African Republic,South Africa,81
Central African Republic,South Sudan,0
Central African Republic,Sudan,22094
Central African Republic,Sweden,10
Central African Republic,Switzerland,150
Central African Republic,Togo,5
Central African Republic,Turkey,6
Central African Republic,United States of America,476
Chad,Cabo Verde,30992
Chad,Central African Republic,8067
Chad,Congo,715
Chad,Democratic Republic of the Congo,98
Chad,France,886
Chad,Gabon,292
Chad,Libya,1096
Chad,Niger,2614
Chad,Nigeria,14822
Chad,Sudan,9529
Congo,Angola,10334
Congo,Benin,4357
Congo,Cabo Verde,3464
Congo,Central African Republic,10616
Congo,Chad,3239
Congo,China,283
Congo,Cuba,164
Congo,Democratic Republic of the Congo,67316
Congo,Equatorial Guinea,485
Congo,France,8574
Congo,Gabon,970
Congo,Germany,178
Congo,Lebanon,358
Congo,Mali,4678
Congo,Mauritania,965
Congo,Portugal,442
Congo,Russian Federation,790
Congo,Rwanda,0
Congo,Senegal,3468
Congo,Togo,747
Congo,United States of America,51
Democratic Republic of the Congo,Angola,468462
Democratic Republic of the Congo,Cambodia,20203
Democratic Republic of the Congo,Congo,3647
Democratic Republic of the Congo,Rwanda,22972
Democratic Republic of the Congo,South Sudan,113409
Democratic Republic of the Congo,Sudan,15895
Democratic Republic of the Congo,Uganda,18418
Equatorial Guinea,Cabo Verde,202
Equatorial Guinea,France,1154
Equatorial Guinea,Gabon,65
Equatorial Guinea,Nigeria,91
Equatorial Guinea,Sao Tome and Principe,378
Equatorial Guinea,Spain,324
Gabon,Algeria,34
Gabon,Angola,342
Gabon,Belgium,154
Gabon,Benin,16115
Gabon,Burundi,2158
Gabon,Cambodia,52
Gabon,Cabo Verde,15636
Gabon,Bonaire, Sint Eustatius and Saba,90
Gabon,Chad,1396
Gabon,China,107
Gabon,Congo,5037
Gabon,Côte d'Ivoire,1048
Gabon,Democratic People's Republic of Korea,50
Gabon,Democratic Republic of the Congo,2750
Gabon,Equatorial Guinea,26839
Gabon,France,4961
Gabon,Germany,27
Gabon,Ghana,1965
Gabon,Guinea,1537
Gabon,Israel,5
Gabon,Japan,10
Gabon,Lebanon,772
Gabon,Mali,17028
Gabon,Morocco,221
Gabon,Nigeria,7381
Gabon,Republic of Korea,60
Gabon,Rwanda,65
Gabon,Sao Tome and Principe,2009
Gabon,Senegal,9416
Gabon,South Africa,4
Gabon,Syrian Arab Republic,9
Gabon,Togo,7105
Gabon,Tunisia,69
Gabon,United States of America,169
Sao Tome and Principe,Angola,468
Sao Tome and Principe,Cameroon,4250
Sao Tome and Principe,Equatorial Guinea,305
Sao Tome and Principe,Gabon,11
Sao Tome and Principe,Mozambique,243
Sao Tome and Principe,Portugal,206
Algeria,France,2086
Algeria,Germany,6544
Algeria,Indonesia,1000
Algeria,Iraq,918
Algeria,Italy,3143
Algeria,Jordan,2286
Algeria,Kuwait,1420
Algeria,Lebanon,1564
Algeria,Libya,1982
Algeria,Malaysia,1651
Algeria,Russian Federation,6287
Algeria,Saudi Arabia,3068
Algeria,Somalia,926
Algeria,State of Palestine,36004
Algeria,Sudan,9127
Algeria,Syrian Arab Republic,3550
Algeria,United Kingdom of Great Britain and Northern Ireland,2060
Algeria,United States of America,4509
Algeria,Western Sahara,167905
Algeria,Yemen,2593
Egypt,Afghanistan,237
Egypt,Albania,111
Egypt,Algeria,543
Egypt,Angola,23
Egypt,Antigua and Barbuda,14
Egypt,Argentina,322
Egypt,Armenia,179
Egypt,Australia,525
Egypt,Austria,716
Egypt,Azerbaijan,24
Egypt,Bahamas,11
Egypt,Bahrain,382
Egypt,Bangladesh,112
Egypt,Belarus,246
Egypt,Belgium,672
Egypt,Benin,46
Egypt,Botswana,23
Egypt,British Virgin Islands,137
Egypt,Bulgaria,65
Egypt,Burkina Faso,71
Egypt,Burundi,67
Egypt,Cambodia,47
Egypt,Cabo Verde,135
Egypt,Bonaire, Sint Eustatius and Saba,331
Egypt,Central African Republic,51
Egypt,Chad,305
Egypt,Chile,21
Egypt,China,479
Egypt,Colombia,65
Egypt,Comoros,431
Egypt,Congo,26
Egypt,Côte d'Ivoire,208
Egypt,Croatia,124
Egypt,Cyprus,98
Egypt,Czech Republic,250
Egypt,Democratic People's Republic of Korea,117
Egypt,Democratic Republic of the Congo,99
Egypt,Denmark,279
Egypt,Djibouti,243
Egypt,Ecuador,9
Egypt,El Salvador,160
Egypt,Eritrea,358
Egypt,Estonia,14
Egypt,Ethiopia,567
Egypt,Finland,189
Egypt,France,3089
Egypt,Gambia,36
Egypt,Germany,9692
Egypt,Ghana,214
Egypt,Gibraltar,7
Egypt,Greece,1306
Egypt,Guatemala,7
Egypt,Guinea,182
Egypt,Guinea-Bissau,70
Egypt,Hungary,123
Egypt,India,801
Egypt,Indonesia,1481
Egypt,Iran (Islamic Republic of),134
Egypt,Iraq,1359
Egypt,Ireland,111
Egypt,Israel,995
Egypt,Italy,4657
Egypt,Japan,1455
Egypt,Jordan,3386
Egypt,Kazakhstan,142
Egypt,Kenya,131
Egypt,Kuwait,2103
Egypt,Kyrgyzstan,48
Egypt,Lebanon,2317
Egypt,Liberia,40
Egypt,Libya,2936
Egypt,Madagascar,48
Egypt,Malawi,23
Egypt,Malaysia,2445
Egypt,Maldives,4
Egypt,Mali,241
Egypt,Mauritania,152
Egypt,Mexico,71
Egypt,Monaco,62
Egypt,Mongolia,1
Egypt,Morocco,527
Egypt,Mozambique,14
Egypt,Myanmar,9
Egypt,Namibia,379
Egypt,Netherlands,1068
Egypt,New Zealand,114
Egypt,Niger,97
Egypt,Nigeria,586
Egypt,Norway,106
Egypt,Oman,436
Egypt,Pakistan,387
Egypt,Philippines,677
Egypt,Poland,407
Egypt,Portugal,44
Egypt,Qatar,287
Egypt,Republic of Korea,282
Egypt,Republic of Moldova,48
Egypt,Romania,226
Egypt,Russian Federation,9311
Egypt,Rwanda,59
Egypt,Saudi Arabia,4546
Egypt,Senegal,384
Egypt,Seychelles,15
Egypt,Sierra Leone,41
Egypt,Singapore,69
Egypt,Slovakia,71
Egypt,Somalia,1372
Egypt,South Africa,190
Egypt,Spain,449
Egypt,Sri Lanka,249
Egypt,State of Palestine,53328
Egypt,Sudan,15184
Egypt,Sweden,358
Egypt,Switzerland,1775
Egypt,Syrian Arab Republic,5259
Egypt,Tajikistan,47
Egypt,Thailand,967
Egypt,The former Yugoslav Republic of Macedonia,147
Egypt,Tunisia,495
Egypt,Turkey,770
Egypt,Turkmenistan,21
Egypt,Uganda,91
Egypt,Ukraine,67
Egypt,United Arab Emirates,464
Egypt,United Kingdom of Great Britain and Northern Ireland,3051
Egypt,United Republic of Tanzania,156
Egypt,United States of America,6679
Egypt,Uzbekistan,85
Egypt,Venezuela (Bolivarian Republic of),26
Egypt,Yemen,3839
Egypt,Zambia,26
Egypt,Zimbabwe,38
Libya,Afghanistan,677
Libya,Albania,315
Libya,Algeria,1551
Libya,Armenia,511
Libya,Australia,1499
Libya,Austria,2044
Libya,Bahrain,1091
Libya,Bangladesh,318
Libya,Belarus,702
Libya,Belgium,1918
Libya,Botswana,66
Libya,British Virgin Islands,390
Libya,Bonaire, Sint Eustatius and Saba,946
Libya,Chad,871
Libya,China,1366
Libya,Comoros,1230
Libya,Congo,74
Libya,Côte d'Ivoire,594
Libya,Democratic Republic of the Congo,283
Libya,Denmark,796
Libya,Djibouti,694
Libya,Egypt,8384
Libya,El Salvador,458
Libya,Eritrea,1023
Libya,Ethiopia,1618
Libya,Finland,538
Libya,France,8821
Libya,Germany,27674
Libya,Ghana,610
Libya,Greece,3730
Libya,Guinea-Bissau,200
Libya,Hungary,350
Libya,India,2288
Libya,Indonesia,4228
Libya,Iran (Islamic Republic of),383
Libya,Iraq,3879
Libya,Italy,13295
Libya,Japan,4156
Libya,Jordan,9668
Libya,Kazakhstan,403
Libya,Kenya,375
Libya,Kuwait,6005
Libya,Lebanon,6615
Libya,Malaysia,6980
Libya,Mali,688
Libya,Mauritania,433
Libya,Monaco,176
Libya,Morocco,1505
Libya,Netherlands,3048
Libya,Niger,275
Libya,Nigeria,1674
Libya,Norway,302
Libya,Oman,1246
Libya,Pakistan,1104
Libya,Philippines,1929
Libya,Poland,1163
Libya,Qatar,819
Libya,Republic of Korea,806
Libya,Romania,645
Libya,Russian Federation,26586
Libya,Saudi Arabia,12976
Libya,Senegal,1096
Libya,Sierra Leone,117
Libya,Singapore,198
Libya,Somalia,3917
Libya,South Africa,543
Libya,South Sudan,4753
Libya,Spain,1282
Libya,Sri Lanka,710
Libya,State of Palestine,152266
Libya,Sudan,38599
Libya,Sweden,1021
Libya,Switzerland,5069
Libya,Syrian Arab Republic,15014
Libya,Tajikistan,133
Libya,Thailand,2762
Libya,Tunisia,1414
Libya,Turkey,2197
Libya,Turkmenistan,58
Libya,Ukraine,189
Libya,United Arab Emirates,1322
Libya,United Kingdom of Great Britain and Northern Ireland,8712
Libya,United Republic of Tanzania,445
Libya,United States of America,19067
Libya,Uzbekistan,243
Libya,Yemen,10956
Morocco,Algeria,9188
Morocco,Belgium,959
Morocco,Congo,1286
Morocco,Egypt,1271
Morocco,France,15056
Morocco,Germany,984
Morocco,Guinea,673
Morocco,Iraq,1171
Morocco,Italy,1296
Morocco,Lebanon,923
Morocco,Libya,803
Morocco,Mauritania,1088
Morocco,Senegal,1233
Morocco,Spain,2802
Morocco,Syrian Arab Republic,1399
Morocco,Tunisia,1763
Morocco,United Kingdom of Great Britain and Northern Ireland,828
Morocco,United States of America,1250
Sudan,Central African Republic,17911
Sudan,Chad,196164
Sudan,China,1678
Sudan,Democratic Republic of the Congo,15855
Sudan,Egypt,21455
Sudan,Eritrea,64790
Sudan,Ethiopia,942295
Sudan,India,2259
Sudan,Kenya,6118
Sudan,Libya,2388
Sudan,Mali,1058
Sudan,Nigeria,23208
Sudan,Somalia,0
Sudan,South Sudan,0
Sudan,Uganda,74433
Tunisia,Algeria,13757
Tunisia,Cabo Verde,0
Tunisia,Côte d'Ivoire,550
Tunisia,Egypt,607
Tunisia,France,3870
Tunisia,Germany,903
Tunisia,Iraq,0
Tunisia,Italy,1622
Tunisia,Libya,1224
Tunisia,Mali,200
Tunisia,Mauritania,376
Tunisia,Morocco,7275
Tunisia,Nigeria,116
Tunisia,Senegal,325
Tunisia,State of Palestine,589
Tunisia,Syrian Arab Republic,375
Tunisia,United States of America,236
Western Sahara,Algeria,41
Western Sahara,France,140
Western Sahara,Guinea,495
Western Sahara,Guinea-Bissau,523
Western Sahara,Mali,194
Western Sahara,Mauritania,282
Western Sahara,Senegal,905
Botswana,Angola,551
Botswana,Australia,120
Botswana,Bonaire, Sint Eustatius and Saba,112
Botswana,China,874
Botswana,Democratic Republic of the Congo,526
Botswana,Denmark,102
Botswana,Germany,332
Botswana,India,1967
Botswana,Ireland,185
Botswana,Italy,161
Botswana,Kenya,122
Botswana,Lesotho,505
Botswana,Madagascar,100
Botswana,Malawi,713
Botswana,Mauritius,292
Botswana,Mozambique,184
Botswana,Namibia,286
Botswana,Netherlands,188
Botswana,Nigeria,108
Botswana,Norway,116
Botswana,Pakistan,145
Botswana,Portugal,137
Botswana,Seychelles,45
Botswana,South Africa,5780
Botswana,Sri Lanka,398
Botswana,Swaziland,108
Botswana,Sweden,129
Botswana,Uganda,295
Botswana,United Kingdom of Great Britain and Northern Ireland,3289
Botswana,United Republic of Tanzania,460
Botswana,United States of America,603
Botswana,Zambia,1991
Botswana,Zimbabwe,4905
Lesotho,Brazil,103
Lesotho,China,162
Lesotho,Ghana,122
Lesotho,India,308
Lesotho,Malawi,51
Lesotho,Mozambique,32
Lesotho,Namibia,5
Lesotho,Pakistan,308
Lesotho,South Africa,2777
Lesotho,Swaziland,51
Lesotho,Uganda,185
Lesotho,United Republic of Tanzania,116
Lesotho,United States of America,95
Lesotho,Zambia,77
Lesotho,Zimbabwe,77
Namibia,Afghanistan,64
Namibia,Algeria,716
Namibia,Angola,24028
Namibia,Antigua and Barbuda,693
Namibia,Argentina,74
Namibia,Armenia,94
Namibia,Australia,793
Namibia,Austria,901
Namibia,Bahamas,74
Namibia,Bahrain,72
Namibia,Bangladesh,48
Namibia,Belgium,272
Namibia,Benin,230
Namibia,Brazil,975
Namibia,British Virgin Islands,790
Namibia,Burkina Faso,45
Namibia,Burundi,105
Namibia,Cambodia,575
Namibia,Cabo Verde,175
Namibia,Bonaire, Sint Eustatius and Saba,279
Namibia,Chile,48
Namibia,China,4593
Namibia,Congo,1652
Namibia,Côte d'Ivoire,45
Namibia,Cuba,1005
Namibia,Czech Republic,112
Namibia,Democratic People's Republic of Korea,149
Namibia,Democratic Republic of the Congo,4707
Namibia,Denmark,168
Namibia,Egypt,257
Namibia,Ethiopia,312
Namibia,Finland,116
Namibia,France,793
Namibia,Gambia,128
Namibia,Germany,13401
Namibia,Ghana,212
Namibia,Guinea,79
Namibia,India,997
Namibia,Indonesia,133
Namibia,Iran (Islamic Republic of),45
Namibia,Ireland,89
Namibia,Israel,161
Namibia,Italy,1219
Namibia,Japan,168
Namibia,Kenya,1641
Namibia,Lebanon,68
Namibia,Lesotho,186
Namibia,Libya,52
Namibia,Luxembourg,64
Namibia,Malawi,545
Namibia,Mauritius,158
Namibia,Mozambique,203
Namibia,Netherlands,763
Namibia,New Zealand,74
Namibia,Nigeria,1453
Namibia,Norway,79
Namibia,Pakistan,246
Namibia,Philippines,364
Namibia,Poland,249
Namibia,Portugal,641
Namibia,Republic of Korea,52
Namibia,Romania,45
Namibia,Russian Federation,672
Namibia,Rwanda,530
Namibia,Senegal,45
Namibia,Seychelles,84
Namibia,Sierra Leone,242
Namibia,Somalia,138
Namibia,South Africa,12536
Namibia,Spain,508
Namibia,Sudan,294
Namibia,Swaziland,290
Namibia,Sweden,149
Namibia,Switzerland,634
Namibia,Thailand,109
Namibia,Turkey,52
Namibia,Uganda,712
Namibia,Ukraine,380
Namibia,United Kingdom of Great Britain and Northern Ireland,2540
Namibia,United Republic of Tanzania,1624
Namibia,United States of America,1553
Namibia,Zambia,4473
Namibia,Zimbabwe,21364
South Africa,Afghanistan,59
South Africa,Albania,78
South Africa,Algeria,348
South Africa,Angola,6602
South Africa,Argentina,623
South Africa,Australia,4199
South Africa,Austria,3523
South Africa,Bahrain,161
South Africa,Bangladesh,2469
South Africa,Barbados,30
South Africa,Belarus,113
South Africa,Belgium,5864
South Africa,Benin,192
South Africa,Bermuda,61
South Africa,Bolivia (Plurinational State of),158
South Africa,Botswana,147
South Africa,Brazil,18470
South Africa,British Virgin Islands,979
South Africa,Brunei Darussalam,23
South Africa,Bulgaria,23
South Africa,Burkina Faso,3836
South Africa,Cambodia,2092
South Africa,Cabo Verde,2303
South Africa,Bonaire, Sint Eustatius and Saba,2877
South Africa,Central African Republic,118
South Africa,Chile,650
South Africa,China,8690
South Africa,China, Hong Kong Special Administrative Region,1786
South Africa,Colombia,118
South Africa,Comoros,194
South Africa,Congo,1302
South Africa,Côte d'Ivoire,1115
South Africa,Croatia,479
South Africa,Cuba,317
South Africa,Cyprus,944
South Africa,Czech Republic,953
South Africa,Democratic People's Republic of Korea,137
South Africa,Democratic Republic of the Congo,7456
South Africa,Denmark,977
South Africa,Egypt,837
South Africa,Eritrea,521
South Africa,Estonia,68
South Africa,Ethiopia,2873
South Africa,Fiji,47
South Africa,Finland,576
South Africa,France,5608
South Africa,Gabon,306
South Africa,Germany,33946
South Africa,Ghana,6486
South Africa,Gibraltar,26
South Africa,Greece,3191
South Africa,Guatemala,90
South Africa,Guinea,78
South Africa,Guinea-Bissau,30
South Africa,Guyana,54
South Africa,Iceland,16
South Africa,India,8356
South Africa,Indonesia,1191
South Africa,Iran (Islamic Republic of),680
South Africa,Iraq,142
South Africa,Ireland,5788
South Africa,Israel,2441
South Africa,Italy,10652
South Africa,Jamaica,192
South Africa,Japan,1070
South Africa,Jordan,54
South Africa,Kenya,2140
South Africa,Kuwait,90
South Africa,Kyrgyzstan,0
South Africa,Lao People's Democratic Republic,33
South Africa,Latvia,199
South Africa,Lebanon,903
South Africa,Lesotho,187019
South Africa,Liberia,308
South Africa,Libya,158
South Africa,Lithuania,192
South Africa,Luxembourg,14
South Africa,Madagascar,422
South Africa,Malawi,13336
South Africa,Malaysia,889
South Africa,Maldives,54
South Africa,Mali,104
South Africa,Malta,163
South Africa,Mauritius,4711
South Africa,Mexico,78
South Africa,Monaco,11
South Africa,Morocco,1058
South Africa,Mozambique,346433
South Africa,Myanmar,211
South Africa,Namibia,10904
South Africa,Nauru,23
South Africa,Nepal,125
South Africa,Netherlands,17440
South Africa,New Zealand,1402
South Africa,Nicaragua,106
South Africa,Niger,21
South Africa,Nigeria,16073
South Africa,Niue,21
South Africa,Northern Mariana Islands,28
South Africa,Norway,533
South Africa,Oman,33
South Africa,Pakistan,1523
South Africa,Panama,59
South Africa,Papua New Guinea,59
South Africa,Paraguay,116
South Africa,Peru,199
South Africa,Philippines,1485
South Africa,Poland,1622
South Africa,Portugal,19125
South Africa,Republic of Korea,1625
South Africa,Réunion,1143
South Africa,Romania,773
South Africa,Russian Federation,1193
South Africa,Rwanda,2094
South Africa,Saint Helena,220
South Africa,Saint Kitts and Nevis,26
South Africa,Saudi Arabia,604
South Africa,Senegal,2683
South Africa,Serbia,1964
South Africa,Seychelles,28
South Africa,Sierra Leone,384
South Africa,Singapore,427
South Africa,Slovakia,201
South Africa,Somalia,3233
South Africa,Spain,488
South Africa,Sri Lanka,963
South Africa,State of Palestine,97
South Africa,Sudan,2619
South Africa,Swaziland,34114
South Africa,Sweden,116
South Africa,Switzerland,4268
South Africa,Syrian Arab Republic,113
South Africa,Thailand,151
South Africa,The former Yugoslav Republic of Macedonia,59
South Africa,Trinidad and Tobago,26
South Africa,Tunisia,111
South Africa,Turkey,792
South Africa,Uganda,4621
South Africa,Ukraine,1822
South Africa,United Arab Emirates,175
South Africa,United Kingdom of Great Britain and Northern Ireland,117362
South Africa,United Republic of Tanzania,26
South Africa,United States of America,9267
South Africa,Uruguay,111
South Africa,Venezuela (Bolivarian Republic of),296
South Africa,Viet Nam,156
South Africa,Yemen,83
South Africa,Zambia,6346
South Africa,Zimbabwe,61875
Swaziland,Angola,4
Swaziland,Australia,8
Swaziland,Brazil,161
Swaziland,Cambodia,7
Swaziland,Bonaire, Sint Eustatius and Saba,4
Swaziland,Congo,1
Swaziland,Democratic Republic of the Congo,6
Swaziland,Ethiopia,0
Swaziland,Lesotho,293
Swaziland,Liberia,2
Swaziland,Mozambique,46196
Swaziland,New Zealand,4
Swaziland,Rwanda,2
Swaziland,Somalia,2
Swaziland,South Africa,20848
Swaziland,Uganda,1
Swaziland,United States of America,281
Benin,Burundi,1240
Benin,Chad,367
Benin,Congo,537
Benin,Côte d'Ivoire,7735
Benin,France,506
Benin,Ghana,5747
Benin,Mali,726
Benin,Niger,9802
Benin,Nigeria,19972
Benin,Togo,17244
Burkina Faso,Benin,2054
Burkina Faso,Côte d'Ivoire,243776
Burkina Faso,Ghana,24542
Burkina Faso,Mali,37576
Burkina Faso,Niger,8275
Burkina Faso,Nigeria,2542
Burkina Faso,Senegal,1983
Burkina Faso,Togo,6131
Cabo Verde,Angola,1588
Cabo Verde,Argentina,5
Cabo Verde,Belgium,14
Cabo Verde,British Virgin Islands,77
Cabo Verde,China,30
Cabo Verde,Côte d'Ivoire,9
