country_dest,country_origin,total
Egypt,Côte d'Ivoire,181
Egypt,Croatia,96
Egypt,Cyprus,77
Egypt,Czech Republic,191
Egypt,Democratic People's Republic of Korea,93
Egypt,Democratic Republic of the Congo,94
Egypt,Denmark,240
Egypt,Djibouti,247
Egypt,Ecuador,9
Egypt,El Salvador,151
Egypt,Eritrea,359
Egypt,Estonia,16
Egypt,Ethiopia,503
Egypt,Finland,178
Egypt,France,2490
Egypt,Gambia,28
Egypt,Germany,7378
Egypt,Ghana,186
Egypt,Gibraltar,7
Egypt,Greece,1077
Egypt,Guatemala,7
Egypt,Guinea,138
Egypt,Guinea-Bissau,66
Egypt,Hungary,106
Egypt,India,823
Egypt,Indonesia,1725
Egypt,Iran (Islamic Republic of),118
Egypt,Iraq,4401
Egypt,Ireland,87
Egypt,Israel,728
Egypt,Italy,3710
Egypt,Japan,1105
Egypt,Jordan,3473
Egypt,Kazakhstan,143
Egypt,Kenya,112
Egypt,Kuwait,2064
Egypt,Kyrgyzstan,45
Egypt,Lebanon,2232
Egypt,Liberia,36
Egypt,Libya,3176
Egypt,Madagascar,38
Egypt,Malawi,21
Egypt,Malaysia,2168
Egypt,Maldives,12
Egypt,Mali,192
Egypt,Mauritania,128
Egypt,Mexico,57
Egypt,Monaco,59
Egypt,Mongolia,6
Egypt,Morocco,627
Egypt,Mozambique,13
Egypt,Myanmar,9
Egypt,Namibia,277
Egypt,Netherlands,863
Egypt,New Zealand,88
Egypt,Niger,88
Egypt,Nigeria,567
Egypt,Norway,94
Egypt,Oman,401
Egypt,Pakistan,403
Egypt,Philippines,711
Egypt,Poland,329
Egypt,Portugal,38
Egypt,Qatar,278
Egypt,Republic of Korea,240
Egypt,Republic of Moldova,45
Egypt,Romania,194
Egypt,Russian Federation,7112
Egypt,Rwanda,44
Egypt,Saudi Arabia,5065
Egypt,Senegal,334
Egypt,Seychelles,14
Egypt,Sierra Leone,42
Egypt,Singapore,84
Egypt,Slovakia,56
Egypt,Somalia,6209
Egypt,South Africa,170
Egypt,Spain,362
Egypt,Sri Lanka,199
Egypt,State of Palestine,52935
Egypt,Sudan,11817
Egypt,Sweden,297
Egypt,Switzerland,1334
Egypt,Syrian Arab Republic,5198
Egypt,Tajikistan,68
Egypt,Thailand,844
Egypt,The former Yugoslav Republic of Macedonia,113
Egypt,Tunisia,513
Egypt,Turkey,685
Egypt,Turkmenistan,27
Egypt,Uganda,75
Egypt,Ukraine,92
Egypt,United Arab Emirates,475
Egypt,United Kingdom of Great Britain and Northern Ireland,2573
Egypt,United Republic of Tanzania,126
Egypt,United States of America,5336
Egypt,Uzbekistan,80
Egypt,Venezuela (Bolivarian Republic of),25
Egypt,Yemen,3850
Egypt,Zambia,22
Egypt,Zimbabwe,30
Libya,Afghanistan,452
Libya,Albania,266
Libya,Algeria,2079
Libya,Armenia,346
Libya,Australia,1016
Libya,Austria,1288
Libya,Bahrain,894
Libya,Bangladesh,613
Libya,Belarus,625
Libya,Belgium,1197
Libya,Botswana,153
Libya,British Virgin Islands,286
Libya,Bonaire, Sint Eustatius and Saba,1509
Libya,Chad,744
Libya,China,1800
Libya,Comoros,2178
Libya,Congo,183
Libya,Côte d'Ivoire,511
Libya,Democratic Republic of the Congo,299
Libya,Denmark,675
Libya,Djibouti,863
Libya,Egypt,11822
Libya,El Salvador,485
Libya,Eritrea,1230
Libya,Ethiopia,1470
Libya,Finland,569
Libya,France,6208
Libya,Germany,16289
Libya,Ghana,526
Libya,Greece,2804
Libya,Guinea-Bissau,213
Libya,Hungary,297
Libya,India,2902
Libya,Indonesia,6863
Libya,Iran (Islamic Republic of),340
Libya,Iraq,26910
Libya,Italy,9034
Libya,Japan,2428
Libya,Jordan,12240
Libya,Kazakhstan,492
Libya,Kenya,307
Libya,Kuwait,6919
Libya,Lebanon,7318
Libya,Malaysia,6351
Libya,Mali,464
Libya,Mauritania,345
Libya,Monaco,187
Libya,Morocco,2534
Libya,Netherlands,2158
Libya,Niger,267
Libya,Nigeria,1870
Libya,Norway,271
Libya,Oman,1236
Libya,Pakistan,1445
Libya,Philippines,2566
Libya,Poland,824
Libya,Qatar,921
Libya,Republic of Korea,661
Libya,Romania,537
Libya,Russian Federation,15828
Libya,Saudi Arabia,19379
Libya,Senegal,952
Libya,Sierra Leone,144
Libya,Singapore,342
Libya,Somalia,40088
Libya,South Africa,505
Libya,South Sudan,3005
Libya,Spain,900
Libya,Sri Lanka,486
Libya,State of Palestine,179924
Libya,Sudan,24407
Libya,Sweden,779
Libya,Switzerland,2854
Libya,Syrian Arab Republic,17576
Libya,Tajikistan,313
Libya,Thailand,2410
Libya,Tunisia,1826
Libya,Turkey,2014
Libya,Turkmenistan,115
Libya,Ukraine,413
Libya,United Arab Emirates,1669
Libya,United Kingdom of Great Britain and Northern Ireland,6959
Libya,United Republic of Tanzania,317
Libya,United States of America,13063
Libya,Uzbekistan,257
Libya,Yemen,13236
Morocco,Algeria,8429
Morocco,Belgium,880
Morocco,Congo,1180
Morocco,Egypt,1166
Morocco,France,13813
Morocco,Germany,903
Morocco,Guinea,618
Morocco,Iraq,1075
Morocco,Italy,1189
Morocco,Lebanon,847
Morocco,Libya,737
Morocco,Mauritania,999
Morocco,Senegal,1132
Morocco,Spain,2571
Morocco,Syrian Arab Republic,1284
Morocco,Tunisia,1618
Morocco,United Kingdom of Great Britain and Northern Ireland,760
Morocco,United States of America,1147
Sudan,Central African Republic,18271
Sudan,Chad,129807
Sudan,China,1711
Sudan,Democratic Republic of the Congo,13976
Sudan,Egypt,21886
Sudan,Eritrea,237519
Sudan,Ethiopia,502740
Sudan,India,2304
Sudan,Kenya,6241
Sudan,Libya,2439
Sudan,Mali,1079
Sudan,Nigeria,23677
Sudan,Somalia,22
Sudan,South Sudan,0
Sudan,Uganda,57771
Tunisia,Algeria,13669
Tunisia,Cabo Verde,0
Tunisia,Côte d'Ivoire,546
Tunisia,Egypt,602
Tunisia,France,3841
Tunisia,Germany,896
Tunisia,Iraq,0
Tunisia,Italy,1610
Tunisia,Libya,1215
Tunisia,Mali,198
Tunisia,Mauritania,374
Tunisia,Morocco,7220
Tunisia,Nigeria,119
Tunisia,Senegal,323
Tunisia,State of Palestine,627
Tunisia,Syrian Arab Republic,377
Tunisia,United States of America,234
Western Sahara,Algeria,45
Western Sahara,France,155
Western Sahara,Guinea,550
Western Sahara,Guinea-Bissau,581
Western Sahara,Mali,215
Western Sahara,Mauritania,313
Western Sahara,Senegal,1006
Botswana,Angola,889
Botswana,Australia,111
Botswana,Bonaire, Sint Eustatius and Saba,104
Botswana,China,1055
Botswana,Democratic Republic of the Congo,849
Botswana,Denmark,98
Botswana,Germany,320
Botswana,India,2375
Botswana,Ireland,178
Botswana,Italy,155
Botswana,Kenya,179
Botswana,Lesotho,816
Botswana,Madagascar,161
Botswana,Malawi,1150
Botswana,Mauritius,471
Botswana,Mozambique,297
Botswana,Namibia,462
Botswana,Netherlands,181
Botswana,Nigeria,187
Botswana,Norway,111
Botswana,Pakistan,175
Botswana,Portugal,132
Botswana,Seychelles,67
Botswana,South Africa,9329
Botswana,Sri Lanka,480
Botswana,Swaziland,174
Botswana,Sweden,124
Botswana,Uganda,411
Botswana,United Kingdom of Great Britain and Northern Ireland,2034
Botswana,United Republic of Tanzania,743
Botswana,United States of America,313
Botswana,Zambia,3213
Botswana,Zimbabwe,7917
Lesotho,Brazil,104
Lesotho,China,140
Lesotho,Ghana,105
Lesotho,India,266
Lesotho,Malawi,44
Lesotho,Mozambique,28
Lesotho,Namibia,4
Lesotho,Pakistan,266
Lesotho,South Africa,2528
Lesotho,Swaziland,44
Lesotho,Uganda,160
Lesotho,United Republic of Tanzania,100
Lesotho,United States of America,91
Lesotho,Zambia,72
Lesotho,Zimbabwe,72
Namibia,Afghanistan,61
Namibia,Algeria,684
Namibia,Angola,22978
Namibia,Antigua and Barbuda,662
Namibia,Argentina,70
Namibia,Armenia,89
Namibia,Australia,758
Namibia,Austria,861
Namibia,Bahamas,70
Namibia,Bahrain,68
Namibia,Bangladesh,45
Namibia,Belgium,260
Namibia,Benin,219
Namibia,Brazil,932
Namibia,British Virgin Islands,755
Namibia,Burkina Faso,43
Namibia,Burundi,100
Namibia,Cambodia,549
Namibia,Cabo Verde,167
Namibia,Bonaire, Sint Eustatius and Saba,266
Namibia,Chile,45
Namibia,China,4392
Namibia,Congo,1579
Namibia,Côte d'Ivoire,43
Namibia,Cuba,961
Namibia,Czech Republic,107
Namibia,Democratic People's Republic of Korea,142
Namibia,Democratic Republic of the Congo,4501
Namibia,Denmark,160
Namibia,Egypt,245
Namibia,Ethiopia,298
Namibia,Finland,110
Namibia,France,758
Namibia,Gambia,122
Namibia,Germany,12815
Namibia,Ghana,202
Namibia,Guinea,75
Namibia,India,953
Namibia,Indonesia,127
Namibia,Iran (Islamic Republic of),43
Namibia,Ireland,85
Namibia,Israel,153
Namibia,Italy,1165
Namibia,Japan,160
Namibia,Kenya,1569
Namibia,Lebanon,65
Namibia,Lesotho,177
Namibia,Libya,49
Namibia,Luxembourg,61
Namibia,Malawi,521
Namibia,Mauritius,151
Namibia,Mozambique,194
Namibia,Netherlands,729
Namibia,New Zealand,70
Namibia,Nigeria,1389
Namibia,Norway,75
Namibia,Pakistan,235
Namibia,Philippines,348
Namibia,Poland,238
Namibia,Portugal,613
Namibia,Republic of Korea,49
Namibia,Romania,43
Namibia,Russian Federation,642
Namibia,Rwanda,506
Namibia,Senegal,43
Namibia,Seychelles,80
Namibia,Sierra Leone,231
Namibia,Somalia,131
Namibia,South Africa,11988
Namibia,Spain,485
Namibia,Sudan,281
Namibia,Swaziland,277
Namibia,Sweden,142
Namibia,Switzerland,606
Namibia,Thailand,104
Namibia,Turkey,49
Namibia,Uganda,680
Namibia,Ukraine,363
Namibia,United Kingdom of Great Britain and Northern Ireland,2429
Namibia,United Republic of Tanzania,1553
Namibia,United States of America,1485
Namibia,Zambia,4277
Namibia,Zimbabwe,20430
South Africa,Afghanistan,36
South Africa,Albania,63
South Africa,Algeria,233
South Africa,Angola,11043
South Africa,Argentina,702
South Africa,Australia,3145
South Africa,Austria,2520
South Africa,Bahrain,100
South Africa,Bangladesh,1540
South Africa,Barbados,18
South Africa,Belarus,93
South Africa,Belgium,4009
South Africa,Benin,119
South Africa,Bermuda,38
South Africa,Bolivia (Plurinational State of),98
South Africa,Botswana,91
South Africa,Brazil,15678
South Africa,British Virgin Islands,960
South Africa,Brunei Darussalam,14
South Africa,Bulgaria,14
South Africa,Burkina Faso,2393
South Africa,Cambodia,1305
South Africa,Cabo Verde,1436
South Africa,Bonaire, Sint Eustatius and Saba,2292
South Africa,Central African Republic,73
South Africa,Chile,405
South Africa,China,8051
South Africa,China, Hong Kong Special Administrative Region,1075
South Africa,Colombia,159
South Africa,Comoros,120
South Africa,Congo,3712
South Africa,Côte d'Ivoire,695
South Africa,Croatia,391
South Africa,Cuba,416
South Africa,Cyprus,1304
South Africa,Czech Republic,779
South Africa,Democratic People's Republic of Korea,85
South Africa,Democratic Republic of the Congo,7488
South Africa,Denmark,886
South Africa,Egypt,1204
South Africa,Eritrea,325
South Africa,Estonia,56
South Africa,Ethiopia,1792
South Africa,Fiji,29
South Africa,Finland,370
South Africa,France,3828
South Africa,Gabon,190
South Africa,Germany,25144
South Africa,Ghana,4046
South Africa,Gibraltar,21
South Africa,Greece,3034
South Africa,Guatemala,56
South Africa,Guinea,48
South Africa,Guinea-Bissau,18
South Africa,Guyana,34
South Africa,Iceland,13
South Africa,India,10958
South Africa,Indonesia,742
South Africa,Iran (Islamic Republic of),424
South Africa,Iraq,88
South Africa,Ireland,4728
South Africa,Israel,1879
South Africa,Italy,8891
South Africa,Jamaica,119
South Africa,Japan,786
South Africa,Jordan,34
South Africa,Kenya,3911
South Africa,Kuwait,56
South Africa,Kyrgyzstan,0
South Africa,Lao People's Democratic Republic,20
South Africa,Latvia,163
South Africa,Lebanon,563
South Africa,Lesotho,130897
South Africa,Liberia,192
South Africa,Libya,98
South Africa,Lithuania,157
South Africa,Luxembourg,11
South Africa,Madagascar,263
South Africa,Malawi,17067
South Africa,Malaysia,554
South Africa,Maldives,34
South Africa,Mali,65
South Africa,Malta,133
South Africa,Mauritius,3604
South Africa,Mexico,86
South Africa,Monaco,9
South Africa,Morocco,660
South Africa,Mozambique,320659
South Africa,Myanmar,131
South Africa,Namibia,23874
South Africa,Nauru,14
South Africa,Nepal,77
South Africa,Netherlands,11283
South Africa,New Zealand,1181
South Africa,Nicaragua,66
South Africa,Niger,13
South Africa,Nigeria,10027
South Africa,Niue,13
South Africa,Northern Mariana Islands,17
South Africa,Norway,435
South Africa,Oman,20
South Africa,Pakistan,2469
South Africa,Panama,36
South Africa,Papua New Guinea,36
South Africa,Paraguay,72
South Africa,Peru,124
South Africa,Philippines,922
South Africa,Poland,2497
South Africa,Portugal,16592
South Africa,Republic of Korea,1013
South Africa,Réunion,561
South Africa,Romania,631
South Africa,Russian Federation,1138
South Africa,Rwanda,1512
South Africa,Saint Helena,137
South Africa,Saint Kitts and Nevis,16
South Africa,Saudi Arabia,377
South Africa,Senegal,1674
South Africa,Serbia,1550
South Africa,Seychelles,133
South Africa,Sierra Leone,239
South Africa,Singapore,352
South Africa,Slovakia,164
South Africa,Somalia,2874
South Africa,Spain,478
South Africa,Sri Lanka,600
South Africa,State of Palestine,60
South Africa,Sudan,1633
South Africa,Swaziland,28635
South Africa,Sweden,95
South Africa,Switzerland,2225
South Africa,Syrian Arab Republic,70
South Africa,Thailand,225
South Africa,The former Yugoslav Republic of Macedonia,48
South Africa,Trinidad and Tobago,16
South Africa,Tunisia,69
South Africa,Turkey,551
South Africa,Uganda,2882
South Africa,Ukraine,1488
South Africa,United Arab Emirates,109
South Africa,United Kingdom of Great Britain and Northern Ireland,105771
South Africa,United Republic of Tanzania,1698
South Africa,United States of America,7115
South Africa,Uruguay,69
South Africa,Venezuela (Bolivarian Republic of),184
South Africa,Viet Nam,97
South Africa,Yemen,51
South Africa,Zambia,12880
South Africa,Zimbabwe,82744
Swaziland,Angola,18
Swaziland,Australia,6
Swaziland,Brazil,64
Swaziland,Cambodia,29
Swaziland,Bonaire, Sint Eustatius and Saba,4
Swaziland,Congo,9
Swaziland,Democratic Republic of the Congo,22
Swaziland,Ethiopia,3
Swaziland,Lesotho,111
Swaziland,Liberia,5
Swaziland,Mozambique,14585
Swaziland,New Zealand,2
Swaziland,Rwanda,12
Swaziland,Somalia,12
Swaziland,South Africa,8013
Swaziland,Uganda,8
Swaziland,United States of America,112
Benin,Burundi,3331
Benin,Chad,374
Benin,Congo,789
Benin,Côte d'Ivoire,7612
Benin,France,743
Benin,Ghana,5656
Benin,Mali,715
Benin,Niger,25546
Benin,Nigeria,22139
Benin,Togo,21733
Burkina Faso,Benin,2554
Burkina Faso,Côte d'Ivoire,303170
Burkina Faso,Ghana,30522
Burkina Faso,Mali,46731
Burkina Faso,Niger,10291
Burkina Faso,Nigeria,3161
Burkina Faso,Senegal,2466
Burkina Faso,Togo,7625
Cabo Verde,Angola,1899
Cabo Verde,Argentina,8
Cabo Verde,Belgium,19
Cabo Verde,British Virgin Islands,104
Cabo Verde,China,41
